protein_id,source_entry_release,model,length,known_residues,positive_residues,negative_residues,roc_auc_full_precision,f1_at_0_5_full_precision,mcc_at_0_5_full_precision,brier_score
DP04609,2026_06,PUNCH2-Light Released-13,1114,257,0,257,,0.0,0.0,0.004247148319859827
DP04609,2026_06,LoRA-DR-Suite ESM2-650M DisProt7,1114,257,0,257,,0.0,0.0,0.029850445736403435
DP04615,2026_06,MUSE-IDR A10,190,113,0,113,,0.0,0.0,0.0010021819468683966
DP04615,2026_06,PUNCH2-Light Released-13,190,113,0,113,,0.0,0.0,0.002396695445111386
DP04615,2026_06,LoRA-DR-Suite ESM2-650M DisProt7,190,113,0,113,,0.0,0.0,0.01759478156007368
DP04619,2026_06,MUSE-IDR A10,166,148,0,148,,0.0,0.0,0.0001251364059262044
DP04619,2026_06,PUNCH2-Light Released-13,166,148,0,148,,0.0,0.0,0.0013281337652022932
DP04619,2026_06,LoRA-DR-Suite ESM2-650M DisProt7,166,148,0,148,,0.0,0.0,0.2817249602814092
DP04643,2026_06,MUSE-IDR A10,485,465,0,465,,0.0,0.0,0.00579449449446949
DP04643,2026_06,PUNCH2-Light Released-13,485,465,0,465,,0.0,0.0,0.0034244158970576097
DP04643,2026_06,LoRA-DR-Suite ESM2-650M DisProt7,485,465,0,465,,0.0,0.0,0.009690115731971448
DP04750,2026_06,MUSE-IDR A10,1514,387,0,387,,0.0,0.0,0.007197199947369019
DP04750,2026_06,PUNCH2-Light Released-13,1514,387,0,387,,0.0,0.0,0.008967915397017934
DP04750,2026_06,LoRA-DR-Suite ESM2-650M DisProt7,1514,387,0,387,,0.0,0.0,0.0333182945952374
DP04817,2026_06,MUSE-IDR A10,242,150,0,150,,0.0,0.0,0.010202130448124758
DP04817,2026_06,PUNCH2-Light Released-13,242,150,0,150,,0.0,0.0,0.004268302092516706
DP04817,2026_06,LoRA-DR-Suite ESM2-650M DisProt7,242,150,0,150,,0.0,0.0,0.030519029261278644
DP04818,2026_06,MUSE-IDR A10,237,124,0,124,,0.0,0.0,0.01976252871341642
DP04818,2026_06,PUNCH2-Light Released-13,237,124,0,124,,0.0,0.0,0.0010660515180626329
DP04818,2026_06,LoRA-DR-Suite ESM2-650M DisProt7,237,124,0,124,,0.0,0.0,0.08958229314531803
